DATE,COUNT,CONE TIP,LOT NO,CONE WT,BAG WT,BAG TYPE,OPENING,PROD,SALES ,CLOSING,LOOSE CONES,BABY CONE,TOTAL KGS
19-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,517,55,,572,1872,,38064
19-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,0,,,0,259,,518
19-08-2019,25S PC EM01,Pink Solid,EM9,2.00,60.00,30 CONES X 2.00,168,,,168,23,,10126
19-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,740,,,740,,,44400
19-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,464,,,464,158,,28156
19-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
19-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,,8,,8,20,1.5,521.5
19-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
20-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
20-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,572,70,,642,1787,,42094
20-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,0,,,0,423,,846
20-08-2019,25S PC EM01,Pink Solid,EM9,2.00,60.00,30 CONES X 2.00,168,,,168,23,,10126
20-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,740,,,740,,,44400
20-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,464,,,464,210,,28260
20-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
20-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
20-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
21-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
21-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,642,,,642,3065,,44650
21-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,0,,,0,544,,1088
21-08-2019,25S PC EM01,Pink Solid,EM9,2.00,60.00,30 CONES X 2.00,168,,,168,23,,10126
21-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,740,,,740,,,44400
21-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,464,,,464,210,,28260
21-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
21-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
21-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
22-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
22-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,642,82,,724,2451,,48342
22-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,0,,,0,715,,1430
22-08-2019,25S PC EM01,Pink Solid,EM9,2.00,60.00,30 CONES X 2.00,168,,,168,23,,10126
22-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,740,,,740,,,44400
22-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,464,7,,471,,,28260
22-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
22-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
22-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
23-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
23-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,724,85,,809,1741,,52022
23-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,0,,,0,877,,1754
23-08-2019,25S PC EM01,Pink Solid,EM9,2.00,60.00,30 CONES X 2.00,168,,,168,23,,10126
23-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,740,,,740,,,44400
23-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
23-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
23-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
23-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
24-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
24-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,809,69,,878,1636,,55952
24-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,0,,,0,1075,,2150
24-08-2019,25S PC EM01,Pink Solid,EM9,2.00,60.00,30 CONES X 2.00,168,,,168,23,,10126
24-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,740,,,740,,,44400
